Drink,ABV,Austria,Belgium,Bulgaria,Cyprus,Czech Republic,Germany,Denmark,Estonia,Greece,Spain,Finland,France,Croatia,Hungary,Ireland,Italy,Lithuania,Luxembourg,Latvia,Malta,Netherlands,Poland,Portugal,Romania,Sweden,Slovenia,Slovakia,UK,Albania,Andorra,Armenia,Azerbaijan,Belarus,Bosnia and Herzegovina,Georgia,Iceland,Israel,Kazakhstan,Kyrgyzstan,Monaco,Montenegro,Norway,Moldova,Russian Federation,San Marino,Serbia,Switzerland,Tajikistan,The Former Yugoslav Republic of Macedonia,Turkey,Turkmenistan,Ukraine,Uzbekistan
Sparkling wine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sparkling wine,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.24692297,0,6.447371015,155.3551318,17.30729952,4.547167561,0,0,0,4.074612946,25.34539832,0,12.25553387,0.606936314,0,7.374176761,0,37.9740898,0,31.7106833,0,366.3474164,177.5136915,18.26384068,11.33392814
Sparkling wine,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.12346148,0,3.223685507,77.67756592,8.653649759,2.27358378,0,0,0,2.037306473,12.67269916,0,6.127766937,0.606936314,0,3.687088381,0,18.9870449,0,15.85534165,0,183.1737082,88.75684574,9.131920339,5.666964072
Sparkling wine,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.415640989,0,2.149123672,51.78504395,5.769099839,1.51572252,0,0,0,1.358204315,8.448466107,0,4.085177958,0.606936314,0,2.45805892,0,12.65802993,0,10.57022777,0,122.1158055,59.1712305,6.087946892,3.777976048
Sparkling wine,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.061730742,0,1.611842754,38.83878296,4.326824879,1.13679189,0,0,0,1.018653236,6.33634958,0,3.063883469,0.606936314,0,1.84354419,0,9.493522451,0,7.927670826,0,91.5868541,44.37842287,4.565960169,2.833482036
Sparkling wine,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.649384593,0,1.289474203,31.07102637,3.461459904,0.909433512,0,0,0,0.814922589,5.069079664,0,2.451106775,0.606936314,0,1.474835352,0,7.594817961,0,6.342136661,0,73.26948328,35.5027383,3.652768135,2.266785629
Sparkling wine,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.707820495,0,1.074561836,25.89252197,2.88454992,0.75786126,0,0,0,0.679102158,4.224233053,0,2.042588979,0.606936314,0,1.22902946,0,6.329014967,0,5.285113884,0,61.05790274,29.58561525,3.043973446,1.888988024
Sparkling wine,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.03527471,0,0.921053002,22.19359026,2.47247136,0.649595366,0,0,0,0.582087564,3.620771189,0,1.750790553,0.606936314,0,1.053453823,0,5.424869972,0,4.530097615,0,52.3353452,25.35909878,2.609120097,1.619132592
Sparkling wine,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.530865371,0,0.805921377,19.41939148,2.16341244,0.568395945,0,0,0,0.509326618,3.16817479,0,1.531941734,0.606936314,0,0.921772095,0,4.746761226,0,3.963835413,0,45.79342705,22.18921144,2.282980085,1.416741018
Sparkling wine,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.138546996,0,0.716374557,17.26168132,1.92303328,0.50524084,0,0,0,0.452734772,2.816155369,0,1.361725986,0.606936314,0,0.819352973,0,4.219343312,0,3.523409256,0,40.70526849,19.7237435,2.029315631,1.259325349
Sparkling wine,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.824692297,0,0.644737101,15.53551318,1.730729952,0.454716756,0,0,0,0.407461295,2.534539832,0,1.225553387,0.606936314,0,0.737417676,0,3.79740898,0,3.17106833,0,36.63474164,17.75136915,1.826384068,1.133392814
Sparkling wine,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.567902088,0,0.586124638,14.1231938,1.573390865,0.413378869,0,0,0,0.370419359,2.30412712,0,1.114139443,0.606936314,0,0.670379706,0,3.452189982,0,2.882789391,0,33.30431058,16.13760832,1.660349152,1.030357104
Sparkling wine,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.353910247,0,0.537280918,12.94626099,1.44227496,0.37893063,0,0,0,0.339551079,2.112116527,0,1.02129449,0.606936314,0,0.61451473,0,3.164507484,0,2.642556942,0,30.52895137,14.79280762,1.521986723,0.944494012
Sparkling wine,0.013,1.219767885,0.29068501,0,0,1.744138805,0.639337718,1.17284226,1.496931729,0.326501357,0,0.259371012,0.114633409,0,1.157801278,1.700539415,0,1.386462158,0,1.792451145,0.331117113,0.530258987,0.858321037,0,0,0,0,1.574732116,1.217998596,2.172840228,0,0.495951617,11.95039476,1.331330732,0.34978212,0,0,0,0.313431765,1.949646025,0.114633409,0.942733375,0.606936314,0,0.567244366,0,2.921083831,0,2.439283331,0,28.18057049,13.65489935,1.404910821,0.871840626
Sparkling wine,0.014,1.132641607,0.269921795,0,0,1.619557462,0.593670738,1.089067813,1.390008034,0.303179831,0,0.240844511,0.106445308,0,1.075101187,1.579072314,0,1.287429147,0,1.66441892,0.30746589,0.492383345,0.797012391,0,0,0,0,1.46225125,1.130998696,2.017637355,0,0.460526501,11.09679513,1.23623568,0.324797683,0,0,0,0.291043782,1.810385594,0.106445308,0.875395277,0.606936314,0,0.526726912,0,2.712434986,0,2.265048807,0,26.1676726,12.67954939,1.304560048,0.809566296
Sparkling wine,0.015,1.057132167,0.251927009,0,0,1.511586964,0.554092689,1.016463292,1.297340832,0.282967842,0,0.22478821,0.099348955,0,1.003427774,1.473800826,0,1.201600537,0,1.553457659,0.286968164,0.459557789,0.743878232,0,0,0,0,1.364767833,1.055598783,1.883128198,0,0.429824734,10.35700879,1.153819968,0.303144504,0,0,0,0.271640863,1.689693221,0.099348955,0.817035592,0.606936314,0,0.491611784,0,2.531605987,0,2.114045554,0,24.42316109,11.8342461,1.217589378,0.75559521
Sparkling wine,0.016,0.991061406,0.236181571,0,0,1.417112779,0.519461896,0.952934336,1.21625703,0.265282352,0,0.210738947,0.093139645,0,0.940713538,1.381688274,0,1.126500503,0,1.456366555,0.269032654,0.430835427,0.697385842,0,0,0,0,1.279469844,0.989623859,1.765432685,0,0.402960688,9.70969574,1.08170622,0.284197973,0,0,0,0.254663309,1.584087395,0.093139645,0.765970867,0.606936314,0,0.460886048,0,2.373380613,0,1.981917706,0,22.89671353,11.09460572,1.141490042,0.708370509
Sparkling wine,0.017,0.932763677,0.222288537,0,0,1.333753204,0.488905314,0.896879375,1.144712499,0.249677508,0,0.198342538,0.087660842,0,0.885377448,1.300412494,0,1.060235768,0,1.370697934,0.253207204,0.405492167,0.656363146,0,0,0,0,1.204206912,0.931410691,1.661583704,0,0.379257119,9.138537168,1.018076442,0.267480445,0,0,0,0.239683114,1.490905784,0.087660842,0.720913757,0.606936314,0,0.433775104,0,2.233769989,0,1.865334312,0,21.54984802,10.44198185,1.074343569,0.666701656
Sparkling wine,0.018,0.880943472,0.209939174,0,0,1.259655803,0.461743908,0.847052743,1.08111736,0.235806535,0,0.187323508,0.082790795,0,0.836189812,1.228167355,0,1.001333781,0,1.294548049,0.239140137,0.382964824,0.619898526,0,0,0,0,1.137306528,0.879665652,1.569273498,0,0.358187279,8.630840658,0.96151664,0.25262042,0,0,0,0.226367386,1.408077684,0.082790795,0.680862993,0.606936314,0,0.409676487,0,2.109671656,0,1.761704628,0,20.35263425,9.861871749,1.014657815,0.629662675
Sparkling wine,0.019,0.834578027,0.198889744,0,0,1.19335813,0.437441597,0.80247102,1.024216446,0.223395665,0,0.177464376,0.078433385,0,0.792179822,1.163526968,0,0.948632003,0,1.226413941,0.226553814,0.362808781,0.587272288,0,0,0,0,1.07744829,0.83336746,1.486680156,0,0.339335317,8.176585887,0.910910501,0.239324608,0,0,0,0.214453313,1.333968333,0.078433385,0.645028099,0.606936314,0,0.388114566,0,1.998636306,0,1.668983332,0,19.28144297,9.342825868,0.961254772,0.596522534
Sparkling wine,0.02,0.792849125,0.188945257,0,0,1.133690223,0.415569517,0.762347469,0.973005624,0.212225882,0,0.168591158,0.074511716,0,0.752570831,1.10535062,0,0.901200403,0,1.165093244,0.215226123,0.344668342,0.557908674,0,0,0,0,1.023575875,0.791699087,1.412346148,0,0.322368551,7.767756592,0.865364976,0.227358378,0,0,0,0.203730647,1.267269916,0.074511716,0.612776694,0.606936314,0,0.368708838,0,1.89870449,0,1.585534165,0,18.31737082,8.875684574,0.913192034,0.566696407
Sparkling wine,0.021,0.755094405,0.179947863,0,0,1.079704974,0.395780492,0.726045209,0.926672023,0.202119887,0,0.160563007,0.070963539,0,0.716734124,1.052714876,0,0.858286098,0,1.109612614,0.20497726,0.328255564,0.531341594,0,0,0,0,0.974834167,0.753999131,1.34509157,0,0.307017667,7.397863421,0.82415712,0.216531789,0,0,0,0.194029188,1.20692373,0.070963539,0.583596851,0.606936314,0,0.351151274,0,1.808289991,0,1.510032538,0,17.44511507,8.453032928,0.869706699,0.539710864
Sparkling wine,0.022,0.720771932,0.171768415,0,0,1.030627476,0.37779047,0.693043154,0.884550567,0.19293262,0,0.153264689,0.067737924,0,0.684155301,1.0048642,0,0.819273093,0,1.059175677,0.195660112,0.313334856,0.507189703,0,0,0,0,0.930523523,0.719726443,1.283951044,0,0.293062319,7.061596902,0.786695433,0.206689435,0,0,0,0.185209679,1.15206356,0.067737924,0.557069722,0.606936314,0,0.335189853,0,1.726094991,0,1.441394696,0,16.65215529,8.068804159,0.830174576,0.515178552
Sparkling wine,0.023,0.689434022,0.164300223,0,0,0.985817585,0.361364797,0.662910843,0.846091847,0.184544245,0,0.146601007,0.064792796,0,0.654409418,0.961174452,0,0.783652524,0,1.01312456,0.187153151,0.299711602,0.485137977,0,0,0.557666718,0,0.890065978,0.688433989,1.228127086,0,0.280320479,6.75457095,0.752491283,0.197702937,0,0.02135981,0,0.177157085,1.10197384,0.064792796,0.532849299,0.606936314,0,0.320616381,0,1.651047383,0,1.378725361,0,15.92814854,7.717986586,0.794080029,0.492779485
Sparkling wine,0.024,0.660707604,0.157454381,0,0,0.944741853,0.346307931,0.635289558,0.81083802,0.176854902,0,0.140492631,0.062093097,0,0.627142359,0.921125516,0,0.751000336,0,0.970911037,0.179355103,0.287223618,0.464923895,0,0,0.534430605,0,0.852979896,0.659749239,1.176955124,0,0.268640459,6.473130494,0.72113748,0.189465315,0,0.061409455,0,0.169775539,1.056058263,0.062093097,0.510647245,0.606936314,0,0.307257365,0,1.582253742,0,1.321278471,0,15.26447568,7.396403812,0.760993362,0.472247006
Sparkling wine,0.025,0.6342793,0.151156205,0,0,0.906952178,0.332455614,0.609877975,0.778404499,0.169780705,0,0.134872926,0.059609373,0,0.602056665,0.884280496,0,0.720960322,0,0.932074595,0.172180899,0.275734673,0.446326939,0,0,0.51305338,0,0.8188607,0.63335927,1.129876919,0,0.257894841,6.214205274,0.692291981,0.181886702,0,0.098255128,0,0.162984518,1.013815933,0.059609373,0.490221355,0.606936314,0,0.29496707,0,1.518963592,0,1.268427332,0,14.65389666,7.100547659,0.730553627,0.453357126
Sparkling wine,0.026,0.609883942,0.145342505,0,0,0.872069402,0.319668859,0.58642113,0.748465864,0.163250678,0,0.129685506,0.057316705,0,0.578900639,0.850269707,0,0.693231079,0,0.896225573,0.165558556,0.265129494,0.429160518,0,0,0.493320558,0,0.787366058,0.608999298,1.086420114,0,0.247975808,5.975197379,0.665665366,0.17489106,0,0.132266519,0,0.156715883,0.974823012,0.057316705,0.471366687,0.606936314,0,0.283622183,0,1.460541916,0,1.219641666,0,14.09028525,6.827449673,0.702455411,0.435920313
Sparkling wine,0.027,0.587295648,0.139959449,0,0,0.839770536,0.307829272,0.564701829,0.720744907,0.157204357,0,0.124882339,0.055193864,0,0.557459875,0.818778237,0,0.667555854,0,0.863032033,0.159426758,0.255309883,0.413265684,0,0,0.475049426,0,0.758204352,0.586443768,1.046182332,0,0.238791519,5.753893772,0.641011093,0.168413613,0,0.163758547,0,0.150911591,0.938718456,0.055193864,0.453908662,0.606936314,0,0.273117658,0,1.406447771,0,1.174469752,0,13.56842283,6.574581166,0.676438544,0.419775116
Sparkling wine,0.028,0.566320804,0.134960898,0,0,0.809778731,0.296835369,0.544533906,0.695004017,0.151589916,0,0.120422255,0.053222654,0,0.537550593,0.789536157,0,0.643714573,0,0.83220946,0.153732945,0.246191673,0.398506196,0,0,0.458083375,0,0.731125625,0.565499348,1.008818677,0,0.230263251,5.548397566,0.61811784,0.162398841,0,0.193001145,0,0.145521891,0.905192797,0.053222654,0.437697638,0.606936314,0,0.263363456,0,1.356217493,0,1.132524404,0,13.0838363,6.339774696,0.652280024,0.404783148
Sparkling wine,0.029,0.5467925,0.130307074,0,0,0.781855326,0.286599667,0.525756875,0.671038361,0.146362677,0,0.905935243,0.05138739,0,0.519014366,0.762310772,0,0.621517519,0,0.803512582,0.148431809,0.237702305,0.384764603,0,0,0.442287397,0,0.705914397,0.54599937,0.974031826,0,0.222323138,5.357073512,0.596803432,0.156798881,0,0.220227011,0,0.140503895,0.873979252,0.05138739,0.422604616,0.606936314,0,0.254281957,0,1.309451373,0,1.093471838,0,12.63266953,6.121161775,0.62978761,0.390825108
Sparkling wine,0.03,0.528566083,0.125963504,0,0,0.755793482,0.277046345,0.508231646,0.648670416,0.141483921,0,0.875737402,0.049674477,0,0.501713887,0.736900413,0,0.600800269,0,0.77672883,0.143484082,0.229778895,0.371939116,0,0,0.427544484,0,0.682383917,0.527799391,0.941564099,0,0.214912367,5.178504395,0.576909984,0.151572252,0,0.24563782,0,0.135820432,0.844846611,0.049674477,0.408517796,0.606936314,0,0.245805892,0,1.265802993,0,1.057022777,0,12.21158055,5.91712305,0.608794689,0.377797605
Sparkling wine,0.031,0.511515565,0.121900166,0,0,0.731413047,0.268109366,0.491837077,0.627745564,0.136919924,0,0.847487808,0.048072075,0,0.485529568,0.713129432,0,0.581419615,0,0.751673061,0.138855563,0.222366672,0.35994108,0,0,0.413752726,0,0.660371532,0.510773605,0.911191063,0,0.20797971,5.011455866,0.558299984,0.146682825,0,0.269409222,0,0.131439127,0.817593494,0.048072075,0.395339802,0.606936314,0,0.23787667,0,1.224970639,0,1.022925268,0,11.81765859,5.726248112,0.589156151,0.365610585
Sparkling wine,0.032,0.495530703,0.118090785,0,0,0.708556389,0.259730948,0.476467168,0.608128515,0.132641176,0,0.821003814,0.046569822,0,0.470356769,0.690844137,0,0.563250252,0,0.728183278,0.134516327,0.215417714,0.348692921,0,0,0.400822953,0,0.639734922,0.494811929,0.882716343,0,0.201480344,4.85484787,0.54085311,0.142098986,0,0.291694912,0,0.127331655,0.792043698,0.046569822,0.382985434,0.606936314,0,0.230443024,0,1.186690306,0,0.990958853,0,11.44835676,5.547302859,0.570745021,0.354185255
Sparkling wine,0.033,0.480514621,0.114512277,0,0,0.687084984,0.251860313,0.462028769,0.589700378,0.128621747,0,0.796124911,0.045158616,0,0.456103534,0.669909466,0,0.546182062,0,0.706117118,0.130440075,0.208889904,0.338126469,0,0,0.388676803,0,0.620349015,0.479817629,0.855967363,0,0.195374879,4.707731268,0.524463622,0.137792956,0,0.312629953,0,0.12347312,0.768042373,0.045158616,0.371379814,0.606936314,0,0.223459902,0,1.150729994,0,0.960929797,0,11.10143686,5.379202772,0.553449717,0.343452368
Sparkling wine,0.034,0.466381838,0.111144269,0,0,0.666876602,0.244452657,0.448439688,0.572356249,0.124838754,0,0.772709472,0.043830421,0,0.442688724,0.650206247,0,0.530117884,0,0.685348967,0.126603602,0.202746083,0.328181573,0,0,0.377245133,0,0.602103456,0.465705345,0.830791852,0,0.189628559,4.569268584,0.509038221,0.133740222,0,0.332333522,0,0.119841557,0.745452892,0.043830421,0.360456879,0.606936314,0,0.216887552,0,1.116884994,0,0.932667156,0,10.77492401,5.220990926,0.537171785,0.333350828
Sparkling wine,0.035,0.453056643,0.107968718,0,0,0.647822985,0.237468295,0.435627125,0.556003214,0.121271932,0,0.750632059,0.042578123,0,0.430040475,0.631628925,0,0.514971659,0,0.665767568,0.122986356,0.196953338,0.318804956,0,0,0.3664667,0,0.5849005,0.452399478,0.807054942,0,0.1842106,4.438718053,0.494494272,0.129919073,0,0.350911172,0,0.116417513,0.724154238,0.042578123,0.350158111,0.606936314,0,0.210690765,0,1.084973994,0,0.906019523,0,10.46706904,5.071819757,0.521824019,0.323826518
Sparkling wine,0.036,0.440471736,0.104969587,0,0,0.629827902,0.230871954,0.423526372,0.54055868,0.117903268,0,0.729781168,0.041395398,0,0.418094906,0.614083678,0,0.50066689,0,0.647274025,0.119570068,0.191482412,0.309949263,0,0,0.35628707,0,0.568653264,0.439832826,0.784636749,0,0.179093639,4.315420329,0.48075832,0.12631021,0,0.368456731,0,0.113183693,0.704038842,0.041395398,0.340431497,0.606936314,0,0.204838243,0,1.054835828,0,0.880852314,0,10.17631712,4.930935875,0.507328908,0.314831337
Sparkling wine,0.037,0.428567095,0.102132571,0,0,0.612805526,0.224632171,0.412079713,0.525948986,0.114716693,0,0.710057353,0.040276603,0,0.406795044,0.597486821,0,0.487135353,0,0.629780132,0.116338445,0.186307212,0.301572256,0,0,0.346657689,0,0.553284257,0.427945453,0.76343035,0,0.174253271,4.198787347,0.467764852,0.122896421,0,0.385053881,0,0.110124674,0.685010765,0.040276603,0.331230645,0.606936314,0,0.199302075,0,1.026326751,0,0.857045495,0,9.901281525,4.797667337,0.493617316,0.306322382
Sparkling wine,0.038,0.417289013,0.099444872,0,0,0.596679065,0.218720798,0.40123551,0.512108223,0.111697833,0,0.691371633,0.039216693,0,0.396089911,0.581763484,0,0.474316001,0,0.613206971,0.113276907,0.18140439,0.293636144,0,0,0.337535119,0,0.538724145,0.41668373,0.743340078,0,0.169667658,4.088292943,0.45545525,0.119662304,0,0.400777496,0,0.107226656,0.666984166,0.039216693,0.322514049,0.606936314,0,0.194057283,0,0.999318153,0,0.834491666,0,9.640721485,4.671412934,0.480627386,0.298261267
Sparkling wine,0.039,0.406589295,0.096895003,0,0,0.581379602,0.213112573,0.39094742,0.498977243,0.108833786,0,0.673644155,0.038211136,0,0.385933759,0.566846472,0,0.462154053,0,0.597483715,0.110372371,0.176752996,0.286107012,0,0,0.328880372,0,0.524910705,0.405999532,0.724280076,0,0.165317206,3.983464919,0.443776911,0.11659404,0,0.415694773,0,0.104477255,0.649882008,0.038211136,0.314244458,0.606936314,0,0.189081455,0,0.97369461,0,0.813094444,0,9.393523498,4.551633115,0.468303607,0.290613542
Sparkling wine,0.04,0.396424563,0.094472628,0,0,0.566845112,0.207784758,0.381173735,0.486502812,0.106112941,0,0.656803051,0.037255858,0,0.376285415,0.55267531,0,0.450600201,0,0.582546622,0.107613062,0.172334171,0.278954337,0,0,0.320658363,0,0.511787938,0.395849544,0.706173074,0,0.161184275,3.883878296,0.432682488,0.113679189,0,0.429866186,0,0.101865324,0.633634958,0.037255858,0.306388347,0.606936314,0,0.184354419,0,0.949352245,0,0.792767083,0,9.15868541,4.437842287,0.456596017,0.283348204
Sparkling wine,0.041,0.386755671,0.092168418,0,0,0.553019621,0.202716838,0.371876814,0.47463689,0.10352482,0,0.640783465,0.036347179,0,0.367107722,0.539195424,0,0.439609953,0,0.568338168,0.104988353,0.168130898,0.272150573,0,0,0.312837427,0,0.499305305,0.531109962,0.688949341,0,0.157252952,3.789149557,0.422129257,0.110906526,0,0.44334631,0,0.099380804,0.618180447,0.036347179,0.29891546,0.606936314,0,0.17985797,0,0.926197312,0,0.7734313,0,8.935302839,4.329602231,0.445459529,0.276437272
Sparkling wine,0.042,0.377547202,0.089973932,0,0,0.539852487,0.197890246,0.363022604,0.463336011,0.101059944,0,0.625526716,0.035481769,0,0.358367062,0.526357438,0,0.429143049,0,0.554806307,0.10248863,0.164127782,0.265670797,0,0,0.305388917,0,0.487417083,0.518464487,0.672545785,0,0.153508834,3.698931711,0.41207856,0.108265894,0,0.456184523,0,0.097014594,0.603461865,0.035481769,0.291798426,0.606936314,0,0.175575637,0,0.904144995,0,0.755016269,0,8.722557534,4.226516464,0.434853349,0.269855432
Sparkling wine,0.043,0.368767035,0.087881515,0,0,0.527297778,0.193288147,0.354580218,0.452560755,0.098709712,0,0.610979583,0.034656612,0,0.350032944,0.514116567,0,0.419162978,0,0.541903835,0.100105174,0.160310857,0.259492406,0,0,0.298286849,0,0.476081802,0.506407173,0.656905185,0,0.149938861,3.612910043,0.402495338,0.105748083,0,0.468425611,0,0.094758441,0.589427868,0.034656612,0.285012416,0.606936314,0,0.171492483,0,0.883118368,0,0.737457751,0,8.519707359,4.128225383,0.424740481,0.263579724
Sparkling wine,0.044,0.360385966,0.085884208,0,0,0.515313738,0.188895235,0.346521577,0.442275284,0.09646631,0,0.597093683,0.033868962,0,0.34207765,0.5024321,0,0.409636547,0,0.529587838,0.097830056,0.156667428,0.253594852,0,0,0.291507603,0,0.465261761,0.49489792,0.641975522,0,0.146531159,3.530798451,0.393347716,0.103344717,0,0.480110285,0,0.09260484,0.57603178,0.033868962,0.278534861,0.606936314,0,0.167594926,0,0.863047496,0,0.720697348,0,8.326077646,4.034402079,0.415087288,0.257589276
Sparkling wine,0.045,0.352377389,0.08397567,0,0,0.503862321,0.184697563,0.338821097,0.432446944,0.094322614,0,0.583824935,0.033116318,0,0.334475925,0.491266942,0,0.400533512,0,0.51781922,0.095656055,0.15318593,0.247959411,0,0,0.285029656,0,0.454922611,0.483900188,0.627709399,0,0.143274911,3.452336263,0.384606656,0.101048168,0,0.491275641,0,0.090546954,0.563231074,0.033116318,0.272345197,0.606936314,0,0.163870595,0,0.843868662,0,0.704681851,0,8.141053698,3.9447487,0.405863126,0.25186507
Sparkling wine,0.046,0.344717011,0.082150112,0,0,0.492908793,0.180682399,0.331455421,0.423045923,0.092272123,0,0.571133088,0.032396398,0,0.327204709,0.480587226,0,0.391826262,0,0.50656228,0.093576575,0.149855801,0.242568989,0,0,0.412030143,0,0.445032989,0.473380619,0.614063543,0,0.140160239,3.377285475,0.376245642,0.098851469,0,0.501955546,0,0.088578542,0.55098692,0.032396398,0.266424649,0.606936314,0,0.16030819,0,0.825523691,0,0.689362681,0,7.96407427,3.858993293,0.397040015,0.246389742
Sparkling wine,0.047,0.337382606,0.080402237,0,0,0.482421372,0.176838092,0.324403178,0.414044946,0.090308886,0,0.55898132,0.031707113,0,0.320242907,0.470361966,0,0.383489533,0,0.495784359,0.091585584,0.146667379,0.237407946,0,0,0.403263544,0,0.435564202,0.463308691,0.600998361,0,0.137178107,3.305428337,0.368240415,0.096748246,0,0.512180987,0,0.086693892,0.539263794,0.031707113,0.26075604,0.606936314,0,0.156897378,0,0.807959358,0,0.674695389,0,7.794625881,3.776887053,0.388592355,0.241147407
Sparkling wine,0.048,0.330353802,0.07872719,0,0,0.472370926,0.173153965,0.317644779,0.40541901,0.088427451,0,0.547335876,0.031046548,0,0.313571179,0.460562758,0,0.375500168,0,0.485455518,0.089677551,0.143611809,0.232461947,0,0,0.39486222,0,0.426489948,0.453656426,0.588477562,0,0.134320229,3.236565247,0.36056874,0.094732658,0,0.521980368,0,0.08488777,0.528029132,0.031046548,0.255323622,0.606936314,0,0.153628683,0,0.791126871,0,0.660639235,0,7.632237842,3.698201906,0.380496681,0.236123503
Sparkling wine,0.049,0.323611888,0.077120513,0,0,0.462730703,0.169620211,0.311162232,0.397145153,0.086622809,0,0.536165756,0.030412945,0,0.307171768,0.451163518,0,0.367836899,0,0.475548263,0.087847397,0.140680956,0.227717826,0,0,0.386803808,0,0.417786071,0.444398132,0.576467816,0,0.131579,3.170512895,0.353210194,0.092799338,0,0.531379775,0,0.083155366,0.517253027,0.030412945,0.250112936,0.606936314,0,0.150493403,0,0.774981425,0,0.647156802,0,7.476477886,3.622728398,0.372731442,0.231304656
Sparkling wine,0.05,0.31713965,0.075578103,0,0,0.453476089,0.166227807,0.304938988,0.38920225,0.084890353,0,0.525442441,0.029804686,0,0.301028332,0.442140248,0,0.360480161,0,0.466037298,0.086090449,0.137867337,0.22316347,0,0,0.379067732,0,0.40943035,0.435510169,0.564938459,0,0.12894742,3.107102637,0.34614599,0.090943351,0,0.540403205,0,0.081492259,0.506907966,0.029804686,0.245110677,0.606936314,0,0.147483535,0,0.759481796,0,0.634213666,0,7.326948328,3.55027383,0.365276814,0.226678563
Sparkling wine,0.051,0.310921226,0.074096179,0,0,0.444584401,0.162968438,0.298959792,0.381570833,0.083225836,0,0.515139648,0.029220281,0,0.295125816,0.433470831,0,0.353411923,0,0.456899311,0.084402401,0.135164056,0.218787715,0,0,0.371635031,0,0.401402304,0.426970754,0.553861235,0,0.12641904,3.046179056,0.339358814,0.089160148,0,0.549072775,0,0.079894371,0.496968595,0.029220281,0.240304586,0.606936314,0,0.144591701,0,0.744589996,0,0.621778104,0,7.183282675,3.480660617,0.358114523,0.222233885
Sparkling wine,0.052,0.304941971,0.072671253,0,0,0.436034701,0.15983443,0.293210565,0.374232932,0.081625339,0,0.505233117,0.028658352,0,0.289450319,0.425134854,0,0.34661554,0,0.448112786,0.082779278,0.132564747,0.214580259,0,0,0.364488203,0,0.393683029,0.418759778,0.543210057,0,0.123987904,2.987598689,0.332832683,0.08744553,0,0.5574089,0,0.078357941,0.487411506,0.028658352,0.235683344,0.606936314,0,0.141811092,0,0.730270958,0,0.609820833,0,7.045142623,3.413724836,0.351227705,0.217960157
Sparkling wine,0.053,0.299188349,0.071300097,0,0,0.427807631,0.156818686,0.28767829,0.367171934,0.080085238,0,0.495700416,0.028117629,0,0.283988993,0.417113441,0,0.340075624,0,0.439657828,0.081217405,0.130063525,0.210531575,0,0,0.357611067,0,0.386255047,0.41085865,0.532960811,0,0.12164851,2.931228903,0.326552821,0.085795614,0,0.565430454,0,0.07687949,0.478215063,0.028117629,0.231236488,0.606936314,0,0.139135411,0,0.71649226,0,0.598314779,0,6.912215404,3.349314934,0.344600767,0.213847701
Sparkling wine,0.054,0.293647824,0.069979725,0,0,0.419885268,0.153914636,0.282350914,0.360372453,0.078602178,0,0.486520779,0.027596932,0,0.278729937,0.409389118,0,0.333777927,0,0.431516016,0.079713379,0.127654941,0.206632842,0,0,0.35098864,0,0.379102176,0.403250157,0.523091166,0,0.11939576,2.876946886,0.320505547,0.084206807,0,0.573154914,0,0.075455795,0.469359228,0.027596932,0.226954331,0.606936314,0,0.136558829,0,0.703223885,0,0.587234876,0,6.784211415,3.287290583,0.338219272,0.209887558
Sparkling wine,0.055,0.288308773,0.068707366,0,0,0.41225099,0.151116188,0.277217261,0.353820227,0.077173048,0,0.477674947,0.027095169,0,0.27366212,0.40194568,0,0.327709237,0,0.423670271,0.078264045,0.125333942,0.202875881,0,0,0.344607029,0,0.372209409,0.904687965,0.513580418,0,0.117224928,2.824638761,0.314678173,0.082675774,0,0.580598484,0,0.074083872,0.460825424,0.027095169,0.222827889,0.606936314,0,0.134075941,0,0.690437996,0,0.576557878,0,6.660862117,3.227521663,0.33206983,0.206071421
